Theta,Radius,Area
0,8.75951e-16,0
0.0317333,0.0214182,0.000964643
0.0634665,0.0423872,0.00380084
0.0951998,0.0624995,0.00834098
0.126933,0.0814181,0.0143269
0.158666,0.0989006,0.0214471
0.1904,0.114812,0.0293866
0.222133,0.129127,0.0378677
0.253866,0.141917,0.0466684
0.285599,0.153333,0.0556478
0.317333,0.163581,0.0647817
0.349066,0.172886,0.0741605
0.380799,0.181468,0.0839233
0.412532,0.189509,0.0941509
0.444266,0.197125,0.104772
0.475999,0.204357,0.115527
0.507732,0.211165,0.126005
0.539465,0.217434,0.135725
0.571199,0.223001,0.144225
0.602932,0.227682,0.151124
0.634665,0.231308,0.15614
0.666398,0.233759,0.1591
0.698132,0.234992,0.15996
0.729865,0.235054,0.158844
0.761598,0.234084,0.156067
0.793331,0.232299,0.152117
0.825065,0.229975,0.147621
0.856798,0.227412,0.143266
0.888531,0.224904,0.139693
0.920265,0.222704,0.137393
0.951998,0.22099,0.136642
0.983731,0.219853,0.137448
1.01546,0.219274,0.139553
1.0472,0.219133,0.142506
1.07893,0.219216,0.145754
1.11066,0.21925,0.148718
1.1424,0.218949,0.150849
1.17413,0.218063,0.151701
1.20586,0.216428,0.151006
1.2376,0.213996,0.148715
1.26933,0.210858,0.145035
1.30106,0.207236,0.140412
1.3328,0.203465,0.135491
1.36453,0.199953,0.131012
1.39626,0.197134,0.127673
1.428,0.195413,0.125962
1.45973,0.195115,0.12607
1.49146,0.196442,0.127982
1.5232,0.199447,0.131647
1.55493,0.204034,0.137063
1.58666,0.209992,0.14411
1.6184,0.217051,0.152358
1.65013,0.224929,0.161268
1.68186,0.233349,0.170446
1.7136,0.242022,0.179764
1.74533,0.250644,0.189438
1.77706,0.258926,0.199926
1.8088,0.266632,0.211347
1.84053,0.273605,0.223259
1.87226,0.279767,0.235131
1.904,0.285101,0.246495
1.93573,0.28963,0.256936
1.96746,0.293399,0.266083
1.9992,0.296457,0.273633
2.03093,0.298845,0.279358
2.06266,0.300594,0.283115
2.0944,0.301712,0.284847
2.12613,0.302189,0.28457
2.15786,0.302,0.282371
2.18959,0.301111,0.278388
2.22133,0.299494,0.272781
2.25306,0.297138,0.265671
2.28479,0.294056,0.257172
2.31653,0.290287,0.247478
2.34826,0.285893,0.236891
2.37999,0.280947,0.225773
2.41173,0.275515,0.214478
2.44346,0.269651,0.203294
2.47519,0.263381,0.192407
2.50693,0.256708,0.181894
2.53866,0.249606,0.171722
2.57039,0.242034,0.161765
2.60213,0.233941,0.151828
2.63386,0.225276,0.141685
2.66559,0.215994,0.131136
2.69733,0.206058,0.12005
2.72906,0.195444,0.1084
2.76079,0.184136,0.0962693
2.79253,0.172127,0.083841
2.82426,0.159418,0.0713757
2.85599,0.146012,0.0591792
2.88773,0.131923,0.0475686
2.91946,0.117171,0.0368393
2.95119,0.10179,0.0272407
2.98293,0.085825,0.0189618
3.01466,0.0693405,0.0121278
3.04639,0.0524153,0.00680541
3.07813,0.0351437,0.00301578
3.10986,0.0176329,0.00075221
3.14159,1.13317e-15,5.55112e-17
