Theta,Radius,Area
0,1.65726e-13,0
0.0317333,0.302357,0.262438
0.0634665,0.605211,1.06542
0.0951998,0.908076,2.44812
0.126933,1.20909,4.45091
0.158666,1.50484,7.08048
0.1904,1.79065,10.2723
0.222133,2.06122,13.877
0.253866,2.31141,17.6822
0.285599,2.53703,21.457
0.317333,2.73541,25.0009
0.349066,2.90569,28.1806
0.380799,3.04882,30.9454
0.412532,3.1673,33.3175
0.444266,3.26493,35.3692
0.475999,3.34645,37.1977
0.507732,3.41724,38.9052
0.539465,3.48294,40.5849
0.571199,3.54882,42.3109
0.602932,3.61887,44.1305
0.634665,3.69508,46.0574
0.666398,3.77691,48.0659
0.698132,3.86141,50.0875
0.729865,3.94384,52.0138
0.761598,4.01847,53.7066
0.793331,4.07965,55.0159
0.825065,4.12258,55.8046
0.856798,4.14414,55.978
0.888531,4.14333,55.5078
0.920265,4.12149,54.4447
0.951998,4.08217,52.9143
0.983731,4.03059,51.1013
1.01546,3.97293,49.2269
1.0472,3.91543,47.5229
1.07893,3.86363,46.196
1.11066,3.82183,45.3692
1.1424,3.79274,45.0307
1.17413,3.77718,45.0569
1.20586,3.77391,45.2915
1.2376,3.77968,45.5903
1.26933,3.7896,45.8387
1.30106,3.79794,45.9659
1.3328,3.79914,45.9522
1.36453,3.78882,45.8213
1.39626,3.76457,45.6166
1.428,3.72653,45.3705
1.45973,3.67747,45.0805
1.49146,3.62261,44.725
1.5232,3.56885,44.3178
1.55493,3.52393,43.9367
1.58666,3.49546,43.6971
1.6184,3.49033,43.705
1.65013,3.51405,44.0515
1.68186,3.57018,44.819
1.7136,3.65957,46.0567
1.74533,3.77987,47.7735
1.77706,3.92551,49.9531
1.8088,4.08803,52.5555
1.84053,4.25711,55.4844
1.87226,4.42182,58.6207
1.904,4.57204,61.7426
1.93573,4.69971,64.6365
1.96746,4.79964,67.1539
1.9992,4.86994,69.1574
2.03093,4.91197,70.5263
2.06266,4.92998,71.2125
2.0944,4.93033,71.2632
2.12613,4.92057,70.8078
2.15786,4.90832,70.0365
2.18959,4.90016,69.1813
2.22133,4.90067,68.4836
2.25306,4.91163,68.1356
2.28479,4.93168,68.2069
2.31653,4.95641,68.5999
2.34826,4.97895,69.0601
2.37999,4.99101,69.236
2.41173,4.98408,68.7667
2.44346,4.95066,67.3694
2.47519,4.88526,64.903
2.50693,4.78511,61.3935
2.53866,4.65045,57.0221
2.57039,4.48439,52.087
2.60213,4.2924,46.9441
2.63386,4.08144,41.9343
2.66559,3.859,37.3139
2.69733,3.63198,33.2075
2.72906,3.40582,29.6068
2.76079,3.18381,26.4122
2.79253,2.96688,23.4928
2.82426,2.75363,20.7309
2.85599,2.54069,18.0409
2.88773,2.3233,15.3719
2.91946,2.09606,12.7065
2.95119,1.85377,10.0627
2.98293,1.59232,7.49762
3.01466,1.30941,5.10901
3.04639,1.00509,3.02762
3.07813,0.681887,1.39928
3.10986,0.344656,0.358401
3.14159,2.70006e-13,0
