Theta,Radius,Area
0,1.39237e-13,0
0.0317333,0.296392,0.177644
0.0634665,0.597219,0.737056
0.0951998,0.907051,1.75951
0.126933,1.23002,3.37728
0.158666,1.56901,5.75168
0.1904,1.92455,9.03581
0.222133,2.29392,13.3333
0.253866,2.67099,18.6605
0.285599,3.04673,24.9139
0.317333,3.41014,31.8513
0.349066,3.74952,39.1032
0.380799,4.05379,46.2201
0.412532,4.31386,52.7458
0.444266,4.52365,58.2962
0.475999,4.68085,62.6208
0.507732,4.78714,65.635
0.539465,4.84785,67.416
0.571199,4.87126,68.17
0.602932,4.86747,68.181
0.634665,4.84714,67.7555
0.666398,4.82015,67.1747
0.698132,4.79452,66.6615
0.729865,4.77568,66.361
0.761598,4.76616,66.3345
0.793331,4.76594,66.5683
0.825065,4.77307,66.9966
0.856798,4.78449,67.5328
0.888531,4.79683,68.0974
0.920265,4.80699,68.634
0.951998,4.81247,69.1139
0.983731,4.81162,69.5312
1.01546,4.80368,69.8947
1.0472,4.78878,70.2187
1.07893,4.76789,70.5141
1.11066,4.74262,70.7818
1.1424,4.71506,71.0114
1.17413,4.68749,71.187
1.20586,4.66214,71.298
1.2376,4.6409,71.3466
1.26933,4.62506,71.3494
1.30106,4.61517,71.3311
1.3328,4.61104,71.3184
1.36453,4.61182,71.3346
1.39626,4.61631,71.3953
1.428,4.62331,71.5039
1.45973,4.63197,71.652
1.49146,4.6421,71.8312
1.5232,4.6544,72.0517
1.55493,4.67049,72.3564
1.58666,4.69287,72.8173
1.6184,4.72471,73.5217
1.65013,4.76953,74.5644
1.68186,4.83079,76.0459
1.7136,4.91128,78.069
1.74533,5.01261,80.7375
1.77706,5.13472,84.1589
1.8088,5.27561,88.4259
1.84053,5.43142,93.5404
1.87226,5.59671,99.3393
1.904,5.76495,105.53
1.93573,5.92909,111.776
1.96746,6.08208,117.745
1.9992,6.21746,123.13
2.03093,6.32982,127.67
2.06266,6.41522,131.157
2.0944,6.47135,133.455
2.12613,6.49756,134.5
2.15786,6.49473,134.294
2.18959,6.46491,132.898
2.22133,6.41087,130.413
2.25306,6.33568,126.971
2.28479,6.24224,122.724
2.31653,6.13299,117.838
2.34826,6.00971,112.499
2.37999,5.87353,106.895
2.41173,5.72498,101.195
2.44346,5.56424,95.5188
2.47519,5.39136,89.9238
2.50693,5.20654,84.4123
2.53866,5.01031,78.951
2.57039,4.80371,73.4918
2.60213,4.58832,67.9907
2.63386,4.36611,62.4233
2.66559,4.13925,56.7954
2.69733,3.90975,51.1449
2.72906,3.6791,45.5341
2.76079,3.44797,40.0353
2.79253,3.21601,34.7162
2.82426,2.98181,29.6299
2.85599,2.74301,24.8125
2.88773,2.49655,20.2888
2.91946,2.23908,16.0826
2.95119,1.9674,12.2275
2.98293,1.67902,8.77283
3.01466,1.37262,5.78385
3.04639,1.04851,3.33716
3.07813,0.708842,1.51265
3.10986,0.357546,0.382931
3.14159,3.00048e-13,1.81899e-12
