Theta,Radius,Area
0,1.82542e-13,0
0.0317333,0.343972,0.330299
0.0634665,0.685812,1.30762
0.0951998,1.02351,2.8956
0.126933,1.35569,5.04687
0.158666,1.68165,7.71791
0.1904,2.00121,10.8805
0.222133,2.31435,14.5248
0.253866,2.62097,18.6532
0.285599,2.92065,23.2726
0.317333,3.21257,28.3843
0.349066,3.49537,33.9703
0.380799,3.76712,39.9725
0.412532,4.02506,46.2674
0.444266,4.26545,52.6464
0.475999,4.48349,58.8134
0.507732,4.67354,64.4104
0.539465,4.82965,69.0668
0.571199,4.94646,72.4629
0.602932,5.02015,74.3916
0.634665,5.04945,74.8013
0.666398,5.03627,73.8107
0.698132,4.98598,71.6896
0.729865,4.90705,68.8107
0.761598,4.8101,65.5822
0.793331,4.70655,62.3807
0.825065,4.60696,59.5041
0.856798,4.51954,57.1537
0.888531,4.44922,55.4374
0.920265,4.39757,54.3847
0.951998,4.36359,53.9707
0.983731,4.34494,54.1479
1.01546,4.33886,54.8687
1.0472,4.34238,56.0421
1.07893,4.35212,57.5236
1.11066,4.36401,59.1294
1.1424,4.37346,60.6351
1.17413,4.37607,61.8239
1.20586,4.36866,62.5351
1.2376,4.35031,62.706
1.26933,4.32284,62.3953
1.30106,4.29078,61.7535
1.3328,4.2606,60.9584
1.36453,4.23961,60.188
1.39626,4.2346,59.6244
1.428,4.25088,59.4459
1.45973,4.29163,59.8083
1.49146,4.35797,60.8321
1.5232,4.44923,62.6098
1.55493,4.56343,65.2138
1.58666,4.69756,68.6775
1.6184,4.8476,72.964
1.65013,5.00856,77.941
1.68186,5.17447,83.3779
1.7136,5.33862,88.9724
1.74533,5.49418,94.395
1.77706,5.63491,99.3351
1.8088,5.75604,103.541
1.84053,5.8547,106.848
1.87226,5.93001,109.193
1.904,5.9828,110.609
1.93573,6.01511,111.211
1.96746,6.02961,111.171
1.9992,6.02904,110.688
2.03093,6.01567,109.949
2.06266,5.99107,109.1
2.0944,5.95589,108.205
2.12613,5.90999,107.226
2.15786,5.8526,106.021
2.18959,5.78269,104.39
2.22133,5.69932,102.147
2.25306,5.60202,99.1756
2.28479,5.49103,95.4554
2.31653,5.36745,91.0698
2.34826,5.23311,86.1871
2.37999,5.09044,81.029
2.41173,4.94209,75.8303
2.44346,4.79064,70.7987
2.47519,4.63828,66.083
2.50693,4.48658,61.7553
2.53866,4.33629,57.8099
2.57039,4.18727,54.1808
2.60213,4.03847,50.767
2.63386,3.88808,47.4593
2.66559,3.73376,44.1583
2.69733,3.57297,40.7862
2.72906,3.40324,37.2919
2.76079,3.22244,33.6532
2.79253,3.02892,29.8771
2.82426,2.82148,25.9984
2.85599,2.59936,22.0777
2.88773,2.36218,18.1967
2.91946,2.10987,14.4526
2.95119,1.84272,10.9509
2.98293,1.56141,7.79681
3.01466,1.26707,5.08673
3.04639,0.961334,2.9014
3.07813,0.646392,1.30149
3.10986,0.324924,0.327074
3.14159,2.19656e-13,0
