Theta,Radius,Area
0,2.49399e-13,0
0.0317333,0.342117,0.314492
0.0634665,0.679245,1.25569
0.0951998,1.00732,2.81712
0.126933,1.32414,4.98818
0.158666,1.62956,7.75198
0.1904,1.92498,11.0801
0.222133,2.21241,14.9262
0.253866,2.49351,19.2232
0.285599,2.76876,23.8856
0.317333,3.03726,28.8201
0.349066,3.29701,33.9385
0.380799,3.5456,39.1686
0.412532,3.78077,44.4551
0.444266,4.00087,49.7509
0.475999,4.20484,55.0003
0.507732,4.39195,60.1255
0.539465,4.56159,65.0222
0.571199,4.71312,69.5682
0.602932,4.84607,73.644
0.634665,4.96041,77.1591
0.666398,5.05705,80.075
0.698132,5.13804,82.4194
0.729865,5.20665,84.2876
0.761598,5.26705,85.834
0.793331,5.32361,87.254
0.825065,5.38003,88.7569
0.856798,5.43849,90.5238
0.888531,5.49929,92.662
0.920265,5.56083,95.1715
0.951998,5.62006,97.9454
0.983731,5.67304,100.793
1.01546,5.71542,103.466
1.0472,5.74288,105.681
1.07893,5.75143,107.143
1.11066,5.73779,107.577
1.1424,5.69968,106.781
1.17413,5.63619,104.662
1.20586,5.54811,101.269
1.2376,5.43805,96.7936
1.26933,5.31037,91.5529
1.30106,5.17087,85.9414
1.3328,5.02613,80.3701
1.36453,4.88284,75.2007
1.39626,4.74702,70.6878
1.428,4.62343,66.943
1.45973,4.51519,63.9351
1.49146,4.42373,61.5382
1.5232,4.34892,59.6017
1.55493,4.28932,57.9996
1.58666,4.24254,56.6457
1.6184,4.20566,55.4878
1.65013,4.17566,54.4985
1.68186,4.14996,53.6692
1.7136,4.12693,53.0078
1.74533,4.10615,52.5402
1.77706,4.08835,52.2998
1.8088,4.07503,52.3059
1.84053,4.06761,52.5277
1.87226,4.06684,52.8835
1.904,4.07238,53.2644
1.93573,4.08308,53.5785
1.96746,4.09755,53.769
1.9992,4.115,53.8376
2.03093,4.13575,53.8209
2.06266,4.16134,53.7624
2.0944,4.19415,53.7448
2.12613,4.23654,53.8409
2.15786,4.28999,54.1231
2.18959,4.35435,54.6584
2.22133,4.42766,55.4908
2.25306,4.50645,56.5991
2.28479,4.58656,57.9069
2.31653,4.66393,59.3464
2.34826,4.73515,60.8762
2.37999,4.79757,62.4519
2.41173,4.84886,63.9873
2.44346,4.88665,65.3415
2.47519,4.90806,66.3348
2.50693,4.9097,66.7796
2.53866,4.8878,66.5142
2.57039,4.83858,65.4284
2.60213,4.75867,63.4722
2.63386,4.64546,60.6455
2.66559,4.49741,56.9847
2.69733,4.31428,52.5618
2.72906,4.09721,47.493
2.76079,3.84871,41.9456
2.79253,3.5725,36.1308
2.82426,3.27325,30.2837
2.85599,2.95627,24.6351
2.88773,2.6271,19.385
2.91946,2.2911,14.6841
2.95119,1.95299,10.6265
2.98293,1.61653,7.25335
3.01466,1.28416,4.56364
3.04639,0.956969,2.52914
3.07813,0.634775,1.11142
3.10986,0.316393,0.27592
3.14159,3.55426e-13,1.81899e-12
