Theta,Radius,Area
0,1.85831e-13,0
0.0317333,0.404688,0.458072
0.0634665,0.801317,1.80268
0.0951998,1.18241,3.94955
0.126933,1.54206,6.77277
0.158666,1.87643,10.1236
0.1904,2.18401,13.8515
0.222133,2.46548,17.8226
0.253866,2.72333,21.9305
0.285599,2.96118,26.098
0.317333,3.18301,30.2731
0.349066,3.39255,34.4241
0.380799,3.59277,38.5381
0.412532,3.78566,42.6182
0.444266,3.97216,46.6781
0.475999,4.15219,50.7345
0.507732,4.32477,54.7984
0.539465,4.48814,58.8677
0.571199,4.63985,62.9168
0.602932,4.77697,66.8802
0.634665,4.89622,70.6281
0.666398,4.99449,73.9607
0.698132,5.06941,76.6581
0.729865,5.12006,78.5613
0.761598,5.14746,79.6249
0.793331,5.15458,79.9261
0.825065,5.14599,79.6404
0.856798,5.1271,79.0001
0.888531,5.10326,78.2438
0.920265,5.07892,77.5714
0.951998,5.05697,77.1109
0.983731,5.03841,76.9091
1.01546,5.02247,76.9431
1.0472,5.00695,77.1376
1.07893,4.98877,77.3729
1.11066,4.96462,77.496
1.1424,4.93147,77.3492
1.17413,4.88713,76.8091
1.20586,4.83065,75.8158
1.2376,4.76261,74.3896
1.26933,4.68521,72.6379
1.30106,4.60211,70.7436
1.3328,4.51782,68.8978
1.36453,4.43704,67.2104
1.39626,4.36385,65.7173
1.428,4.3014,64.4221
1.45973,4.25187,63.3201
1.49146,4.21698,62.4087
1.5232,4.19861,61.7009
1.55493,4.19944,61.249
1.58666,4.22309,61.1764
1.6184,4.27359,61.6845
1.65013,4.35387,62.9908
1.68186,4.46375,65.2359
1.7136,4.59854,68.4225
1.74533,4.74938,72.3747
1.77706,4.90544,76.7593
1.8088,5.05637,81.1831
1.84053,5.19393,85.2905
1.87226,5.31288,88.8214
1.904,5.41109,91.6406
1.93573,5.4893,93.7555
1.96746,5.55039,95.3436
1.9992,5.59862,96.7871
2.03093,5.63864,98.4948
2.06266,5.67473,100.284
2.0944,5.7101,102.168
2.12613,5.7465,104.111
2.15786,5.7841,106.025
2.18959,5.82161,108.03
2.22133,5.85661,109.856
2.25306,5.8858,111.382
2.28479,5.90521,112.418
2.31653,5.91046,112.757
2.34826,5.89713,112.217
2.37999,5.86127,110.665
2.41173,5.79995,108.041
2.44346,5.71169,104.368
2.47519,5.59659,99.7531
2.50693,5.45617,94.3631
2.53866,5.29301,88.3953
2.57039,5.11018,82.0478
2.60213,4.91079,75.4971
2.63386,4.69753,68.8843
2.66559,4.47248,62.3129
2.69733,4.23705,55.8534
2.72906,3.9921,49.5531
2.76079,3.73807,43.4457
2.79253,3.47509,37.5589
2.82426,3.20312,31.9188
2.85599,2.92196,26.5549
2.88773,2.63135,21.5067
2.91946,2.33107,16.8278
2.95119,2.02107,12.5868
2.98293,1.70162,8.86063
3.01466,1.3734,5.72395
3.04639,1.0375,3.23779
3.07813,0.695401,1.44309
3.10986,0.348903,0.361179
3.14159,2.49804e-13,0
