Theta,Radius,Area
0,7.18492e-14,0
0.0317333,0.270902,0.227544
0.0634665,0.540525,0.907715
0.0951998,0.807439,2.03214
0.126933,1.07023,3.58431
0.158666,1.32752,5.5379
0.1904,1.5781,7.85729
0.222133,1.82095,10.5007
0.253866,2.05538,13.4251
0.285599,2.28104,16.5912
0.317333,2.49785,19.9651
0.349066,2.70595,23.5161
0.380799,2.90549,27.2106
0.412532,3.09656,31.0069
0.444266,3.27914,34.8534
0.475999,3.45314,38.6924
0.507732,3.61853,42.4692
0.539465,3.77546,46.1417
0.571199,3.92436,49.6888
0.602932,4.06605,53.1145
0.634665,4.20169,56.447
0.666398,4.33274,59.7334
0.698132,4.46082,63.0324
0.729865,4.58755,66.4062
0.761598,4.71437,69.9129
0.793331,4.84244,73.5987
0.825065,4.97242,77.4916
0.856798,5.1045,81.5956
0.888531,5.23827,85.8868
0.920265,5.37269,90.3124
0.951998,5.50612,94.7927
0.983731,5.63633,99.2245
1.01546,5.76059,103.488
1.0472,5.87587,107.457
1.07893,5.97903,111.007
1.11066,6.06704,114.024
1.1424,6.13725,116.41
1.17413,6.18757,118.082
1.20586,6.21668,118.978
1.2376,6.22416,119.063
1.26933,6.2106,118.34
1.30106,6.17759,116.858
1.3328,6.12775,114.721
1.36453,6.06459,112.085
1.39626,5.99228,109.144
1.428,5.91546,106.102
1.45973,5.83884,103.131
1.49146,5.7669,100.397
1.5232,5.70348,98.0755
1.55493,5.65151,96.2392
1.58666,5.61272,94.9181
1.6184,5.58752,94.1304
1.65013,5.57494,93.8454
1.68186,5.57271,93.9757
1.7136,5.57752,94.3814
1.74533,5.58529,94.8801
1.77706,5.59161,95.2656
1.8088,5.59214,95.3342
1.84053,5.58308,94.9137
1.87226,5.56151,93.8885
1.904,5.52568,92.2149
1.93573,5.47511,89.9252
1.96746,5.41063,87.1194
1.9992,5.33414,83.9459
2.03093,5.24843,80.575
2.06266,5.15677,77.1743
2.0944,5.06251,73.8963
2.12613,4.9688,70.8707
2.15786,4.87818,68.1923
2.18959,4.79242,65.9011
2.22133,4.71235,63.974
2.25306,4.63775,62.338
2.28479,4.5674,60.89
2.31653,4.49922,59.5106
2.34826,4.43043,58.0757
2.37999,4.35796,56.4698
2.41173,4.27877,54.6015
2.44346,4.19018,52.4146
2.47519,4.09021,49.8939
2.50693,3.97766,47.0628
2.53866,3.85216,43.9751
2.57039,3.71406,40.704
2.60213,3.56423,37.3297
2.63386,3.40383,33.9291
2.66559,3.23414,30.5669
2.69733,3.05634,27.2919
2.72906,2.87145,24.1354
2.76079,2.6803,21.1135
2.79253,2.4835,18.2318
2.82426,2.28148,15.4922
2.85599,2.07455,12.9
2.88773,1.86282,10.4681
2.91946,1.64628,8.21773
2.95119,1.42482,6.17652
2.98293,1.19829,4.37589
3.01466,0.966656,2.84814
3.04639,0.730149,1.62367
3.07813,0.489412,0.728677
3.10986,0.245535,0.183246
3.14159,1.00841e-13,2.1908e-13
