Theta,Radius,Area
0,4.24099e-14,0
0.0317333,0.245834,0.186011
0.0634665,0.491411,0.744285
0.0951998,0.736396,1.67512
0.126933,0.980383,2.97766
0.158666,1.22286,4.64828
0.1904,1.4632,6.67874
0.222133,1.7006,9.05455
0.253866,1.93414,11.7537
0.285599,2.16286,14.7459
0.317333,2.38581,17.9936
0.349066,2.6022,21.4534
0.380799,2.81155,25.0802
0.412532,3.01381,28.8323
0.444266,3.20942,32.6762
0.475999,3.39928,36.5909
0.507732,3.58472,40.5695
0.539465,3.76735,44.6187
0.571199,3.94879,48.7556
0.602932,4.13055,53.0036
0.634665,4.31372,57.388
0.666398,4.49886,61.9307
0.698132,4.68583,66.647
0.729865,4.87381,71.5406
0.761598,5.06129,76.599
0.793331,5.24622,81.7894
0.825065,5.42619,87.0567
0.856798,5.59865,92.3236
0.888531,5.76117,97.4968
0.920265,5.91164,102.474
0.951998,6.04848,107.158
0.983731,6.17074,111.462
1.01546,6.27814,115.326
1.0472,6.37106,118.722
1.07893,6.45046,121.654
1.11066,6.51772,124.159
1.1424,6.57449,126.297
1.17413,6.62256,128.139
1.20586,6.6637,129.754
1.2376,6.69954,131.2
1.26933,6.73148,132.522
1.30106,6.76061,133.748
1.3328,6.78768,134.901
1.36453,6.81309,135.993
1.39626,6.83693,137.03
1.428,6.85903,138.006
1.45973,6.87903,138.91
1.49146,6.89651,139.725
1.5232,6.91102,140.433
1.55493,6.92215,141.019
1.58666,6.92952,141.469
1.6184,6.93284,141.767
1.65013,6.93179,141.899
1.68186,6.92606,141.839
1.7136,6.9153,141.557
1.74533,6.89908,141.016
1.77706,6.87695,140.175
1.8088,6.8484,138.998
1.84053,6.81297,137.46
1.87226,6.77031,135.557
1.904,6.72026,133.308
1.93573,6.66289,130.755
1.96746,6.59858,127.958
1.9992,6.52797,124.985
2.03093,6.45197,121.907
2.06266,6.3716,118.788
2.0944,6.28791,115.68
2.12613,6.20178,112.624
2.15786,6.11379,109.638
2.18959,6.02409,106.711
2.22133,5.93227,103.806
2.25306,5.83741,100.852
2.28479,5.73807,97.7644
2.31653,5.63246,94.4525
2.34826,5.5186,90.839
2.37999,5.39455,86.8678
2.41173,5.25862,82.5125
2.44346,5.10959,77.7821
2.47519,4.94687,72.7236
2.50693,4.77058,67.4195
2.53866,4.58157,61.9786
2.57039,4.38127,56.5197
2.60213,4.17152,51.1516
2.63386,3.95425,45.9573
2.66559,3.73124,40.9872
2.69733,3.50388,36.2631
2.72906,3.27303,31.7882
2.76079,3.03904,27.5568
2.79253,2.80185,23.563
2.82426,2.56116,19.8066
2.85599,2.31666,16.2967
2.88773,2.06821,13.0524
2.91946,1.81596,10.1017
2.95119,1.56041,7.47786
2.98293,1.30231,5.2149
3.01466,1.04254,3.34172
3.04639,0.781956,1.87804
3.07813,0.521166,0.833091
3.10986,0.260501,0.207909
3.14159,7.75633e-14,4.24742e-13
