Theta,Radius,Area
0,7.00705e-14,0
0.0317333,0.285578,0.248376
0.0634665,0.569647,0.988818
0.0951998,0.850672,2.20715
0.126933,1.12712,3.87952
0.158666,1.3975,5.97269
0.1904,1.66039,8.445
0.222133,1.9145,11.2483
0.253866,2.15873,14.3303
0.285599,2.39215,17.6368
0.317333,2.61405,21.1126
0.349066,2.82391,24.7028
0.380799,3.02137,28.3518
0.412532,3.20625,32.0042
0.444266,3.37855,35.6057
0.475999,3.53851,39.1054
0.507732,3.68661,42.4592
0.539465,3.82362,45.633
0.571199,3.9506,48.6065
0.602932,4.06884,51.3756
0.634665,4.1798,53.9533
0.666398,4.28501,56.3677
0.698132,4.38593,58.6588
0.729865,4.48391,60.8748
0.761598,4.58005,63.0671
0.793331,4.67527,65.2855
0.825065,4.77023,67.5758
0.856798,4.86538,69.9785
0.888531,4.961,72.5278
0.920265,5.0572,75.2462
0.951998,5.15392,78.1386
0.983731,5.25098,81.1884
1.01546,5.34809,84.3623
1.0472,5.44493,87.6209
1.07893,5.54114,90.9295
1.11066,5.63642,94.2643
1.1424,5.73052,97.6127
1.17413,5.82327,100.972
1.20586,5.91449,104.343
1.2376,6.00404,107.729
1.26933,6.0917,111.13
1.30106,6.1771,114.536
1.3328,6.25975,117.926
1.36453,6.33893,121.27
1.39626,6.41371,124.521
1.428,6.48297,127.62
1.45973,6.5454,130.491
1.49146,6.59965,133.042
1.5232,6.64433,135.176
1.55493,6.67821,136.794
1.58666,6.70033,137.819
1.6184,6.7101,138.202
1.65013,6.70746,137.939
1.68186,6.69286,137.073
1.7136,6.66731,135.686
1.74533,6.6323,133.892
1.77706,6.5897,131.82
1.8088,6.54159,129.596
1.84053,6.49012,127.332
1.87226,6.43728,125.114
1.904,6.38481,123.004
1.93573,6.33404,121.039
1.96746,6.28584,119.238
1.9992,6.24058,117.607
2.03093,6.19812,116.141
2.06266,6.15791,114.82
2.0944,6.11896,113.612
2.12613,6.08002,112.467
2.15786,6.03959,111.318
2.18959,5.99603,110.084
2.22133,5.9477,108.677
2.25306,5.89296,107.012
2.28479,5.8303,105.011
2.31653,5.75833,102.61
2.34826,5.67584,99.7677
2.37999,5.58174,96.4604
2.41173,5.47508,92.6864
2.44346,5.35503,88.462
2.47519,5.22085,83.8199
2.50693,5.07197,78.8055
2.53866,4.90801,73.476
2.57039,4.72883,67.8989
2.60213,4.53462,62.1513
2.63386,4.32595,56.3181
2.66559,4.10376,50.4878
2.69733,3.86933,44.7474
2.72906,3.62418,39.1764
2.76079,3.36997,33.8426
2.79253,3.10829,28.7999
2.82426,2.84059,24.0889
2.85599,2.56806,19.7395
2.88773,2.29164,15.7739
2.91946,2.01199,12.21
2.95119,1.72965,9.06482
2.98293,1.44501,6.35601
3.01466,1.15844,4.10259
3.04639,0.8703,2.32399
3.07813,0.580934,1.03833
3.10986,0.290709,0.260429
3.14159,7.86539e-14,6.01981e-14
